ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
1238;1.8;-45.9;7.0;0.52;Negativno;Ne
1239;4.1;-74.1;8.08;0.34;Negativno;Ne
1240;4.4;-56.6;6.25;0.12;Negativno;Ne
1241;10.8;-57.4;9.48;0.26;Negativno;Ne
1242;2.9;-75.8;7.23;0.17;Negativno;Ne
1243;2.5;-54.5;6.53;0.83;Negativno;Ne
1244;6.4;-78.1;8.6;0.43;Negativno;Ne
1245;3.9;-56.2;5.33;0.56;Negativno;Ne
1246;3.8;-50.5;7.38;1.52;Negativno;Ne
1247;3.6;-49.2;5.79;1.34;Negativno;Ne
1248;10.0;-61.7;9.65;0.16;Negativno;Ne
1249;8.5;-64.9;6.39;0.07;Negativno;Ne
1250;23.4;-45.8;8.79;0.01;Negativno;Ne
1251;1.1;-41.0;6.25;1.18;Negativno;Ne
1252;0.2;-54.4;6.03;0.6;Negativno;Ne
1253;0.6;-68.9;9.07;0.8;Negativno;Ne
1254;4.1;-71.9;6.77;1.08;Negativno;Ne
1255;5.4;-73.9;5.97;0.73;Negativno;Ne
1256;6.5;-51.4;6.46;0.08;Negativno;Ne
1257;2.5;-52.6;5.58;0.86;Negativno;Ne
1258;2.2;-56.9;10.07;0.76;Negativno;Ne
1259;1.8;-58.5;7.19;0.16;Negativno;Ne
1260;9.1;-58.4;8.03;0.06;Negativno;Ne
1261;1.0;-58.4;5.46;0.78;Negativno;Ne
1262;11.9;-63.7;8.01;0.09;Negativno;Ne
1263;7.9;-58.4;4.04;0.47;Negativno;Ne
1264;3.7;-53.5;11.62;0.22;Negativno;Ne
1265;5.6;-77.3;6.97;0.24;Negativno;Ne
1266;6.0;-73.4;9.22;0.17;Negativno;Ne
1267;12.3;-55.1;9.87;0.42;Negativno;Ne
1268;1.6;-63.0;5.34;0.02;Negativno;Ne
1269;5.4;-75.5;6.36;0.11;Negativno;Ne
1270;7.2;-71.0;6.37;0.0;Negativno;Ne
1271;5.8;-78.8;8.94;0.2;Negativno;Ne
1272;4.7;-57.2;7.56;0.4;Negativno;Ne
1273;8.7;-74.7;5.79;0.28;Negativno;Ne
1274;3.4;-44.7;9.37;1.74;Negativno;Ne
1275;1.7;-49.7;9.39;0.45;Negativno;Ne
1276;6.6;-61.8;6.74;1.0;Negativno;Ne
1277;10.9;-64.7;11.0;0.19;Negativno;Ne
1278;0.7;-76.7;7.42;1.7;Negativno;Ne
1279;1.3;-58.6;6.87;0.03;Negativno;Ne
1280;10.3;-61.4;7.71;1.16;Negativno;Ne
1281;0.3;-55.7;6.61;0.44;Negativno;Ne
1282;1.9;-53.5;7.15;0.2;Negativno;Ne
1283;8.6;-44.7;7.91;0.65;Negativno;Ne
1284;1.8;-78.9;7.93;0.22;Negativno;Ne
1285;2.5;-66.3;7.21;0.27;Negativno;Ne
1286;4.4;-50.6;4.09;0.19;Negativno;Ne
1287;5.7;-49.8;5.9;0.5;Negativno;Ne
1288;2.2;-65.0;9.71;0.48;Negativno;Ne
1289;0.8;-68.7;6.26;0.27;Negativno;Ne
1290;7.1;-55.5;5.58;0.18;Negativno;Ne
1291;5.2;-67.3;7.42;0.52;Negativno;Ne
1292;6.6;-68.2;3.19;0.21;Negativno;Ne
1293;3.6;-65.6;7.03;0.63;Negativno;Ne
1294;0.6;-57.2;6.2;0.3;Negativno;Ne
1295;1.4;-65.2;7.51;0.12;Negativno;Ne
1296;0.1;-49.3;7.82;0.2;Negativno;Ne
1297;1.8;-67.5;6.87;0.15;Negativno;Ne
1298;8.5;-82.8;7.97;0.77;Negativno;Ne
1299;3.7;-56.9;5.47;0.03;Negativno;Ne
1300;8.4;-57.9;5.8;0.12;Negativno;Ne
1301;1.6;-54.6;8.11;0.13;Negativno;Ne
1302;16.3;-72.1;5.19;0.07;Negativno;Ne
1303;1.1;-49.7;5.95;0.83;Negativno;Ne
1304;16.4;-56.0;7.58;0.16;Negativno;Ne
1305;0.5;-76.6;8.1;0.64;Negativno;Ne
1306;10.0;-61.8;7.53;0.88;Negativno;Ne
1307;2.3;-61.5;6.5;0.33;Negativno;Ne
1308;2.7;-63.4;6.64;0.03;Negativno;Ne
1309;16.3;-54.2;7.94;0.77;Negativno;Ne
1310;4.2;-55.0;9.69;0.01;Negativno;Ne
1311;3.2;-61.8;9.31;0.9;Negativno;Ne
1312;1.9;-68.4;7.75;1.75;Negativno;Ne
1313;3.3;-38.9;3.06;0.82;Negativno;Ne
1314;3.6;-65.9;8.97;0.6;Negativno;Ne
1315;6.5;-68.5;7.3;0.53;Negativno;Ne
1316;8.3;-62.7;7.01;0.87;Negativno;Ne
1317;3.4;-56.4;5.65;0.47;Negativno;Ne
1318;6.1;-52.4;8.09;0.22;Negativno;Ne
1319;3.8;-73.6;5.29;0.16;Negativno;Ne
1320;10.1;-64.9;8.05;0.02;Negativno;Ne
1321;3.3;-53.6;6.65;0.28;Negativno;Ne
1322;2.1;-58.6;8.42;1.26;Negativno;Ne
1323;5.1;-51.7;6.95;1.36;Negativno;Ne
1324;7.3;-55.5;8.52;1.33;Negativno;Ne
1325;8.8;-65.6;6.57;0.43;Negativno;Ne
1326;4.0;-59.1;9.64;0.01;Negativno;Ne
1327;8.7;-27.2;8.44;0.25;Negativno;Ne
1328;3.2;-55.7;9.75;0.21;Negativno;Ne
1329;3.9;-52.7;5.28;0.36;Negativno;Ne
1330;9.5;-58.2;6.26;0.67;Negativno;Ne
1331;7.9;-51.6;4.91;0.08;Negativno;Ne
1332;1.5;-56.7;5.34;0.54;Negativno;Ne
1333;9.0;-48.5;1.65;0.04;Negativno;Ne
1334;8.8;-56.3;9.73;2.45;Negativno;Ne
1335;2.3;-63.4;8.47;0.35;Negativno;Ne
1336;18.7;-73.5;5.95;0.3;Negativno;Ne
1337;3.9;-52.7;5.22;0.68;Negativno;Ne
1338;3.2;-63.5;11.27;0.72;Negativno;Ne
1339;22.0;-54.2;9.88;0.04;Negativno;Ne
1340;3.6;-50.6;9.23;0.55;Negativno;Ne
1341;2.6;-49.0;3.33;0.87;Negativno;Ne
1342;7.5;-45.4;8.94;0.48;Negativno;Ne
1343;2.4;-82.9;9.14;1.0;Negativno;Ne
1344;2.0;-70.2;8.35;0.46;Negativno;Ne
1345;2.6;-59.9;5.52;0.42;Negativno;Ne
1346;3.3;-62.6;9.75;0.28;Negativno;Ne
1347;9.3;-52.0;7.47;0.93;Negativno;Ne
1348;10.4;-53.6;8.38;0.13;Negativno;Ne
1349;0.3;-61.0;4.04;0.01;Negativno;Ne
1350;3.6;-50.7;6.47;0.57;Negativno;Ne
1351;0.2;-44.0;7.08;0.87;Negativno;Ne
1352;14.3;-58.4;9.46;0.54;Negativno;Ne
1353;1.0;-35.1;7.69;0.72;Negativno;Ne
1354;2.1;-41.0;9.41;0.5;Negativno;Ne
1355;12.3;-71.5;8.39;0.42;Negativno;Ne
1356;0.4;-85.2;6.59;0.04;Negativno;Ne
1357;0.0;-59.1;7.49;0.05;Negativno;Ne
1358;3.7;-63.5;6.62;0.01;Negativno;Ne
1359;3.2;-64.7;4.12;0.57;Negativno;Ne
1360;9.4;-59.4;10.75;0.14;Negativno;Ne
1361;2.2;-36.8;8.19;0.79;Negativno;Ne
1362;14.3;-58.8;4.29;0.84;Negativno;Ne
1363;3.2;-69.6;4.73;0.47;Negativno;Ne
1364;5.1;-65.3;5.99;0.06;Negativno;Ne
1365;0.1;-56.9;6.84;0.05;Negativno;Ne
1366;14.9;-57.9;4.94;0.06;Negativno;Ne
1367;9.2;-62.9;9.49;0.01;Negativno;Ne
1368;4.3;-61.6;8.77;0.51;Negativno;Ne
1369;6.2;-55.6;12.63;1.16;Negativno;Ne
1370;4.2;-33.2;9.31;0.92;Negativno;Ne
1371;12.1;-64.0;5.6;1.22;Negativno;Ne
1372;0.9;-52.7;11.96;0.18;Negativno;Ne
1373;7.2;-67.4;9.23;0.06;Negativno;Ne
1374;0.2;-50.9;6.63;0.96;Negativno;Ne
1375;0.6;-67.8;5.5;0.06;Negativno;Ne
1376;6.2;-56.8;6.32;0.08;Negativno;Ne
1377;4.7;-59.8;6.74;1.75;Negativno;Ne
1378;0.9;-70.1;7.94;0.14;Negativno;Ne
1379;1.0;-67.6;4.69;0.49;Negativno;Ne
1380;3.4;-71.1;5.03;0.17;Negativno;Ne
1381;6.0;-48.7;5.04;0.23;Negativno;Ne
1382;5.6;-64.4;6.93;0.88;Negativno;Ne
1383;2.5;-55.6;8.12;1.08;Negativno;Ne
1384;1.6;-55.0;5.28;1.16;Negativno;Ne
1385;1.4;-70.5;3.66;0.78;Negativno;Ne
1386;0.3;-68.5;5.46;0.81;Negativno;Ne
1387;0.7;-56.5;7.61;0.78;Negativno;Ne
1388;1.3;-60.1;7.97;0.2;Negativno;Ne
1389;12.7;-59.4;9.23;0.79;Negativno;Ne
1390;10.3;-58.3;6.64;0.23;Negativno;Ne
1391;4.8;-89.4;7.15;0.78;Negativno;Ne
1392;3.7;-65.2;4.39;0.11;Negativno;Ne
1393;3.3;-57.6;8.89;0.53;Negativno;Ne
1394;5.0;-56.2;9.74;0.33;Negativno;Ne
1395;8.9;-65.8;6.22;0.52;Negativno;Ne
1396;2.0;-64.2;5.5;0.88;Negativno;Ne
1397;1.7;-63.7;5.72;0.35;Negativno;Ne
1398;4.1;-62.1;5.47;0.41;Negativno;Ne
1399;1.6;-61.4;6.58;0.4;Negativno;Ne
1400;8.2;-60.4;7.44;1.33;Negativno;Ne
1401;3.1;-67.2;4.59;1.01;Negativno;Ne
1402;10.8;-43.9;3.27;0.47;Pozitivno;Ne
1403;3.6;-48.1;7.5;0.77;Negativno;Ne
1404;3.7;-60.0;8.65;0.25;Negativno;Ne
1405;2.8;-75.0;8.48;0.15;Negativno;Ne
1406;5.6;-48.8;5.82;0.95;Negativno;Ne
1407;30.4;-81.1;5.87;0.27;Negativno;Ne
1408;4.0;-53.8;6.11;0.15;Negativno;Ne
1409;2.2;-65.8;8.99;0.3;Negativno;Ne
1410;0.8;-52.4;7.05;1.92;Negativno;Ne
1411;4.1;-52.3;10.13;0.08;Negativno;Ne
1412;12.6;-53.8;7.44;0.1;Negativno;Ne
1413;3.9;-62.2;6.26;0.64;Negativno;Ne
1414;3.9;-54.2;6.98;0.16;Negativno;Ne
1415;12.2;-56.9;5.82;0.19;Negativno;Ne
1416;0.3;-65.3;5.4;0.13;Negativno;Ne
1417;0.4;-57.6;3.79;0.7;Negativno;Ne
1418;1.2;-55.6;4.84;0.18;Negativno;Ne
1419;13.4;-67.7;9.85;0.02;Negativno;Ne
1420;3.5;-67.6;9.6;0.75;Negativno;Ne
1421;0.1;-58.5;7.08;0.94;Negativno;Ne
1422;1.6;-72.9;6.95;0.36;Negativno;Ne
1423;2.0;-51.0;7.1;0.01;Negativno;Ne
1424;0.9;-61.9;12.64;0.15;Negativno;Ne
1425;3.6;-43.6;9.52;0.18;Negativno;Ne
1426;7.7;-48.3;6.61;0.04;Negativno;Ne
1427;0.0;-73.1;9.95;0.32;Negativno;Ne
1428;1.2;-65.5;7.12;1.87;Negativno;Ne
1429;9.2;-63.4;5.17;0.06;Negativno;Ne
1430;3.7;-77.2;3.03;0.13;Negativno;Ne
1431;0.5;-61.1;7.74;0.15;Negativno;Ne
1432;0.1;-66.1;3.54;0.12;Negativno;Ne
1433;0.3;-59.8;6.3;0.35;Negativno;Ne
1434;1.2;-61.6;5.55;0.35;Negativno;Ne
1435;8.4;-75.1;5.52;0.14;Negativno;Ne
1436;0.3;-61.1;5.13;0.65;Negativno;Ne
1437;3.7;-74.3;5.55;0.3;Negativno;Ne
1438;0.6;-64.5;7.91;0.67;Negativno;Ne
1439;3.5;-50.4;6.85;0.38;Negativno;Ne
1440;0.0;-62.3;5.77;0.21;Negativno;Ne
1441;6.0;-41.9;6.86;0.08;Negativno;Ne
1442;8.5;-78.4;3.93;0.43;Negativno;Ne
1443;16.9;-66.5;8.78;0.25;Negativno;Ne
1444;2.1;-77.7;9.56;0.98;Negativno;Ne
1445;3.5;-67.1;9.72;0.12;Negativno;Ne
1446;3.5;-60.0;7.93;1.21;Negativno;Ne
1447;1.4;-52.3;10.32;0.77;Negativno;Ne
1448;3.3;-42.9;10.62;0.58;Negativno;Ne
1449;11.8;-64.5;9.04;0.35;Negativno;Ne
1450;0.8;-73.2;8.62;0.95;Negativno;Ne
1451;5.0;-59.9;8.09;0.19;Negativno;Ne
1452;3.2;-61.1;7.64;0.28;Negativno;Ne
1453;6.6;-54.8;4.54;0.36;Negativno;Ne
1454;5.8;-60.5;7.01;0.34;Negativno;Ne
1455;8.8;-64.8;7.03;0.48;Negativno;Ne
1456;1.1;-50.2;4.96;0.78;Negativno;Ne
1457;5.4;-46.6;7.92;0.04;Negativno;Ne
1458;6.0;-79.7;6.41;0.01;Negativno;Ne
1459;1.4;-75.0;8.37;0.01;Negativno;Ne
1460;7.0;-73.9;6.18;0.15;Negativno;Ne
1461;1.3;-60.8;4.68;0.02;Negativno;Ne
1462;5.4;-39.3;9.46;0.15;Negativno;Ne
1463;0.2;-48.8;4.72;0.64;Negativno;Ne
1464;4.2;-56.8;5.96;0.74;Negativno;Ne
1465;17.9;-75.9;6.43;0.41;Negativno;Ne
1466;6.5;-80.7;8.09;0.48;Negativno;Ne
1467;3.1;-58.0;2.97;0.45;Negativno;Ne
1468;3.7;-65.6;8.46;0.8;Negativno;Ne
1469;18.0;-61.8;7.93;0.4;Negativno;Ne
1470;1.2;-70.0;3.17;0.47;Negativno;Ne
1471;0.1;-74.8;8.81;0.07;Negativno;Ne
1472;1.8;-49.5;2.88;0.37;Negativno;Ne
1473;2.1;-59.1;8.65;0.08;Negativno;Ne
1474;6.4;-34.7;7.16;0.68;Negativno;Ne
1475;5.8;-38.7;3.84;0.23;Negativno;Ne
1476;12.0;-64.9;7.53;0.79;Negativno;Ne
1477;6.2;-54.4;8.98;2.54;Negativno;Ne
1478;0.9;-68.4;6.28;0.61;Negativno;Ne
1479;1.4;-45.6;8.94;1.19;Negativno;Ne
1480;6.0;-66.0;10.47;0.23;Negativno;Ne
1481;20.1;-72.6;3.4;0.8;Negativno;Ne
1482;8.1;-59.2;3.66;0.27;Negativno;Ne
1483;4.7;-62.7;11.64;0.7;Negativno;Ne
1484;5.2;-83.9;7.44;0.01;Negativno;Ne
1485;4.6;-67.7;7.45;0.37;Negativno;Ne
1486;5.2;-47.6;8.07;0.17;Negativno;Ne
1487;8.0;-63.5;1.05;1.33;Negativno;Ne
1488;6.6;-48.6;4.35;0.63;Negativno;Ne
1489;0.0;-67.8;2.01;0.08;Negativno;Ne
1490;5.5;-43.5;8.37;0.04;Negativno;Ne
1491;1.3;-57.6;6.77;0.46;Negativno;Ne
1492;6.4;-55.3;5.57;0.41;Negativno;Ne
1493;1.4;-59.6;5.96;1.4;Negativno;Ne
1494;0.5;-49.1;6.58;0.01;Negativno;Ne
1495;6.5;-65.6;6.96;0.54;Negativno;Ne
1496;9.2;-60.8;3.77;0.1;Negativno;Ne
1497;3.6;-57.8;9.96;0.53;Negativno;Ne
1498;0.2;-55.1;6.96;0.56;Negativno;Ne
1499;2.3;-65.9;5.18;0.2;Negativno;Ne
1500;2.6;-53.0;7.03;0.06;Negativno;Ne
1501;0.3;-61.5;9.22;0.1;Negativno;Ne
1502;14.0;-78.4;5.2;0.17;Negativno;Ne
1503;2.5;-59.7;5.63;0.04;Negativno;Ne
1504;5.1;-59.8;7.39;1.06;Negativno;Ne
1505;12.7;-72.4;4.61;0.5;Negativno;Ne
1506;0.7;-59.8;7.19;0.46;Negativno;Ne
1507;12.5;-91.4;6.27;1.88;Negativno;Ne
1508;0.5;-38.4;6.17;0.18;Negativno;Ne
1509;2.8;-66.0;9.63;0.0;Negativno;Ne
1510;13.5;-57.3;7.58;0.24;Negativno;Ne
1511;0.5;-53.4;7.03;0.31;Negativno;Ne
1512;17.9;-66.8;6.89;0.72;Negativno;Ne
1513;13.8;-54.8;5.3;0.04;Negativno;Ne
1514;0.7;-61.5;5.33;0.1;Negativno;Ne
1515;1.9;-49.9;8.5;0.6;Negativno;Ne
1516;2.0;-54.6;9.27;0.24;Negativno;Ne
1517;0.7;-62.6;6.06;0.42;Negativno;Ne
1518;8.5;-69.6;8.09;0.07;Negativno;Ne
1519;2.1;-62.2;2.57;0.41;Negativno;Ne
1520;13.7;-56.8;9.01;1.01;Negativno;Ne
1521;2.0;-56.3;5.78;0.78;Negativno;Ne
1522;8.3;-63.9;6.61;0.01;Negativno;Ne
1523;6.4;-64.8;6.12;0.1;Negativno;Ne
1524;5.9;-48.4;6.92;0.85;Negativno;Ne
1525;2.6;-63.9;4.9;1.64;Negativno;Ne
1526;0.1;-69.9;7.44;1.09;Negativno;Ne
1527;1.7;-62.8;8.15;0.18;Negativno;Ne
1528;2.4;-62.4;8.72;0.37;Negativno;Ne
1529;9.6;-63.6;6.58;0.0;Negativno;Ne
1530;2.3;-56.4;6.54;0.02;Negativno;Ne
1531;0.9;-62.9;5.04;0.49;Negativno;Ne
1532;5.6;-63.5;8.68;1.42;Negativno;Ne
1533;0.8;-76.5;6.41;0.53;Negativno;Ne
1534;6.1;-50.4;4.28;0.01;Negativno;Ne
1535;8.0;-73.9;6.64;0.22;Negativno;Ne
1536;15.7;-55.0;9.0;0.46;Negativno;Ne
1537;2.6;-77.1;8.57;0.17;Negativno;Ne
1538;8.1;-55.9;7.4;0.75;Negativno;Ne
1539;3.0;-73.2;6.57;0.98;Negativno;Ne
1540;7.5;-51.9;3.67;0.19;Negativno;Ne
1541;3.0;-41.9;6.07;0.45;Negativno;Ne
1542;3.2;-72.1;5.81;0.47;Negativno;Ne
1543;4.6;-54.6;7.67;0.1;Negativno;Ne
1544;7.2;-62.8;11.9;0.21;Negativno;Ne
1545;7.4;-69.4;6.97;0.01;Negativno;Ne
1546;21.7;-73.3;8.61;1.11;Negativno;Ne
1547;1.9;-53.4;8.5;0.31;Negativno;Ne
1548;2.4;-58.3;6.32;0.02;Negativno;Ne
1549;14.0;-65.8;9.76;0.33;Negativno;Ne
1550;9.5;-64.4;8.57;1.33;Negativno;Ne
1551;6.9;-59.4;5.59;0.78;Negativno;Ne
1552;4.2;-71.9;9.53;0.07;Negativno;Ne
1553;7.4;-48.0;5.53;0.89;Negativno;Ne
1554;4.9;-60.3;7.3;0.28;Negativno;Ne
1555;17.8;-55.3;8.82;0.29;Negativno;Ne
1556;2.5;-53.2;5.16;0.02;Negativno;Ne
1557;2.7;-52.3;10.28;0.1;Negativno;Ne
1558;3.1;-68.4;8.66;0.47;Negativno;Ne
1559;4.4;-63.1;8.82;1.56;Negativno;Ne
1560;5.7;-73.8;5.88;0.75;Negativno;Ne
1561;6.8;-46.3;5.57;0.4;Negativno;Ne
1562;9.2;-48.2;7.65;0.02;Negativno;Ne
1563;2.3;-45.4;5.91;0.47;Negativno;Ne
1564;0.1;-59.3;8.1;0.05;Negativno;Ne
1565;3.3;-68.2;7.47;0.18;Negativno;Ne
1566;3.5;-48.7;8.24;0.58;Negativno;Ne
1567;6.4;-61.5;9.0;0.97;Negativno;Ne
1568;5.8;-72.7;5.96;0.1;Negativno;Ne
1569;3.5;-57.0;7.55;0.47;Negativno;Ne
1570;4.6;-67.2;7.83;1.66;Negativno;Ne
1571;2.2;-65.8;9.06;0.11;Negativno;Ne
1572;8.8;-56.9;8.55;0.04;Negativno;Ne
1573;2.1;-44.9;6.57;0.33;Pozitivno;Ne
1574;12.8;-58.5;5.85;0.53;Negativno;Ne
1575;2.8;-58.2;6.14;0.47;Negativno;Ne
1576;1.6;-69.1;7.78;0.1;Negativno;Ne
1577;2.7;-73.9;5.62;0.1;Negativno;Ne
1578;4.3;-51.2;9.37;0.46;Negativno;Ne
1579;7.0;-69.3;7.74;0.35;Negativno;Ne
1580;2.8;-61.7;8.46;0.1;Negativno;Ne
1581;7.0;-55.1;8.55;0.05;Negativno;Ne
1582;4.9;-59.4;6.41;0.16;Negativno;Ne
1583;0.1;-40.5;8.24;0.46;Negativno;Ne
1584;2.4;-54.1;7.9;0.11;Negativno;Ne
1585;4.0;-67.0;5.75;0.0;Negativno;Ne
1586;2.8;-71.6;9.13;0.44;Negativno;Ne
1587;0.9;-71.0;6.83;0.13;Negativno;Ne
1588;19.6;-54.8;3.9;0.1;Negativno;Ne
1589;18.2;-38.9;7.42;0.79;Negativno;Ne
1590;5.4;-59.3;8.74;0.1;Negativno;Ne
1591;5.1;-47.4;7.04;0.55;Negativno;Ne
1592;0.1;-69.2;8.54;0.0;Negativno;Ne
1593;0.5;-65.6;8.06;0.3;Negativno;Ne
1594;7.6;-59.4;8.01;0.56;Negativno;Ne
1595;3.9;-71.2;2.85;0.56;Negativno;Ne
1596;3.9;-51.5;7.4;0.51;Negativno;Ne
1597;1.9;-71.7;4.68;0.1;Negativno;Ne
1598;5.6;-57.1;3.49;0.2;Negativno;Ne
1599;2.6;-74.9;9.0;0.0;Negativno;Ne
1600;8.9;-66.0;6.68;0.75;Negativno;Ne
1601;3.7;-80.7;10.2;0.11;Negativno;Ne
1602;27.3;-83.6;11.38;1.24;Negativno;Ne
1603;3.1;-46.4;8.43;0.08;Negativno;Ne
1604;13.8;-54.4;2.13;0.2;Negativno;Ne
1605;2.3;-56.2;4.97;0.09;Negativno;Ne
1606;9.5;-58.6;7.15;0.21;Negativno;Ne
1607;8.0;-54.3;6.87;0.33;Negativno;Ne
1608;3.1;-56.6;6.58;0.54;Negativno;Ne
1609;8.8;-65.1;7.75;0.05;Negativno;Ne
1610;7.9;-60.4;11.8;0.49;Negativno;Ne
1611;1.2;-66.5;8.96;1.25;Negativno;Ne
1612;13.6;-53.9;6.93;0.37;Negativno;Ne
1613;7.4;-71.6;5.68;0.03;Negativno;Ne
1614;9.4;-48.0;7.26;1.02;Negativno;Ne
1615;1.6;-48.7;6.6;0.08;Negativno;Ne
1616;0.1;-68.9;5.4;1.73;Negativno;Ne
1617;9.1;-54.8;2.9;0.08;Negativno;Ne
1618;5.8;-71.8;5.69;1.01;Negativno;Ne
1619;6.7;-58.1;6.15;1.41;Negativno;Ne
1620;1.7;-61.6;7.79;0.4;Negativno;Ne
1621;1.5;-45.8;5.95;0.03;Negativno;Ne
1622;5.7;-61.5;6.25;0.3;Negativno;Ne
1623;2.3;-54.6;7.3;0.1;Negativno;Ne
1624;5.1;-55.7;7.76;0.45;Negativno;Ne
1625;2.5;-61.8;7.91;0.63;Negativno;Ne
1626;0.6;-59.9;8.27;0.26;Negativno;Ne
1627;2.4;-51.7;5.7;0.49;Negativno;Ne
1628;0.2;-51.4;9.87;0.74;Negativno;Ne
1629;1.4;-66.3;7.77;0.34;Negativno;Ne
1630;16.1;-41.4;5.93;0.38;Negativno;Ne
1631;11.6;-64.8;7.03;0.58;Negativno;Ne
1632;0.1;-66.0;7.83;0.1;Negativno;Ne
1633;0.3;-39.5;7.28;0.1;Negativno;Ne
1634;17.3;-55.3;9.07;0.54;Negativno;Ne
1635;8.4;-68.0;5.49;0.35;Negativno;Ne
1636;0.9;-57.9;4.3;0.08;Negativno;Ne
1637;1.5;-44.5;5.83;1.22;Negativno;Ne
1638;6.8;-58.8;7.26;0.27;Negativno;Ne
1639;8.1;-67.6;11.04;0.48;Negativno;Ne
1640;37.6;-60.2;7.35;0.34;Negativno;Ne
1641;22.2;-58.7;6.35;1.13;Negativno;Ne
1642;5.0;-78.6;8.72;1.58;Negativno;Ne
1643;4.6;-70.3;6.54;0.44;Negativno;Ne
1644;15.1;-56.2;2.48;0.55;Negativno;Ne
1645;0.1;-64.2;8.78;0.25;Negativno;Ne
1646;6.5;-65.4;4.39;0.38;Negativno;Ne
1647;1.9;-52.0;5.91;0.52;Negativno;Ne
1648;0.6;-64.1;8.64;1.46;Negativno;Ne
1649;3.9;-67.4;6.91;0.68;Negativno;Ne
1650;15.8;-56.3;6.89;0.2;Negativno;Ne
1651;2.4;-66.5;4.96;0.23;Negativno;Ne
1652;2.6;-62.5;6.58;1.02;Negativno;Ne
1653;1.7;-50.6;6.17;0.08;Negativno;Ne
1654;12.5;-73.3;9.07;0.57;Negativno;Ne
1655;1.7;-58.3;7.6;0.58;Negativno;Ne
1656;4.1;-74.0;8.95;0.11;Negativno;Ne
1657;1.4;-52.8;2.84;0.42;Negativno;Ne
1658;11.5;-63.3;6.04;0.77;Negativno;Ne
1659;7.1;-53.2;4.82;0.55;Negativno;Ne
1660;9.2;-64.1;8.37;1.96;Negativno;Ne
1661;3.9;-56.4;6.4;0.47;Negativno;Ne
1662;3.0;-59.8;6.08;2.74;Negativno;Ne
1663;4.0;-51.2;6.25;0.27;Negativno;Ne
1664;4.9;-82.0;7.5;0.1;Negativno;Ne
1665;15.8;-45.7;6.54;0.44;Negativno;Ne
1666;1.5;-81.1;6.56;0.09;Negativno;Ne
1667;0.1;-69.4;3.06;0.29;Negativno;Ne
1668;7.0;-58.1;8.1;0.31;Negativno;Ne
1669;6.1;-60.0;8.42;0.58;Negativno;Ne
1670;1.9;-67.3;5.0;0.34;Negativno;Ne
1671;11.4;-60.1;8.43;0.08;Negativno;Ne
1672;8.8;-45.1;11.81;0.61;Negativno;Ne
1673;9.4;-58.3;7.55;0.17;Negativno;Ne
1674;11.4;-58.3;7.88;1.57;Negativno;Ne
1675;10.1;-53.8;4.97;0.24;Pozitivno;Ne
1676;4.3;-75.7;8.36;0.24;Negativno;Ne
1677;8.1;-54.3;8.26;1.2;Negativno;Ne
1678;5.9;-73.6;7.97;1.11;Negativno;Ne
1679;17.1;-51.6;9.27;0.53;Negativno;Ne
1680;8.4;-55.7;8.75;0.73;Negativno;Ne
1681;7.8;-51.2;4.02;0.33;Negativno;Ne
1682;0.9;-46.3;10.11;0.43;Negativno;Ne
1683;2.3;-79.3;3.9;0.88;Negativno;Ne
1684;3.0;-71.7;8.85;0.21;Negativno;Ne
1685;7.9;-58.7;8.41;0.36;Negativno;Ne
1686;3.1;-56.9;6.55;1.61;Negativno;Ne
1687;0.9;-54.2;8.23;0.12;Negativno;Ne
1688;23.2;-60.6;6.78;0.41;Negativno;Ne
1689;0.9;-56.9;6.05;0.79;Negativno;Ne
1690;10.6;-69.0;5.61;0.37;Negativno;Ne
1691;0.6;-64.1;5.74;0.97;Negativno;Ne
1692;0.7;-64.3;3.97;0.35;Negativno;Ne
1693;0.3;-44.9;5.82;0.11;Negativno;Ne
1694;1.8;-50.0;8.11;0.25;Negativno;Ne
1695;3.2;-66.3;4.89;0.43;Negativno;Ne
1696;4.9;-57.8;7.43;0.23;Negativno;Ne
1697;2.0;-77.7;5.4;0.52;Negativno;Ne
1698;13.7;-45.8;6.36;0.16;Pozitivno;Ne
1699;1.3;-45.5;8.45;1.02;Negativno;Ne
1700;1.0;-69.3;3.39;0.13;Negativno;Ne
1701;9.0;-63.8;7.9;0.39;Negativno;Ne
1702;0.8;-67.6;5.96;0.66;Negativno;Ne
1703;7.1;-57.4;4.7;1.67;Negativno;Ne
1704;2.7;-60.6;8.14;0.07;Negativno;Ne
1705;1.1;-40.5;5.67;0.04;Negativno;Ne
1706;1.9;-47.8;8.45;0.73;Negativno;Ne
1707;0.5;-67.0;4.2;0.49;Negativno;Ne
1708;1.2;-60.7;7.27;0.14;Negativno;Ne
1709;3.9;-51.5;9.03;0.37;Negativno;Ne
1710;17.5;-81.1;10.19;0.16;Negativno;Ne
1711;6.3;-73.0;3.16;0.36;Negativno;Ne
1712;11.0;-46.9;8.15;0.37;Negativno;Ne
1713;5.3;-79.4;9.14;0.43;Negativno;Ne
1714;7.0;-64.9;6.2;0.57;Negativno;Ne
1715;0.4;-62.6;5.06;0.65;Negativno;Ne
1716;2.5;-69.1;6.01;0.04;Negativno;Ne
1717;4.0;-68.4;8.74;0.23;Negativno;Ne
